"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.393063833E0,7.738906860E-2,6.352789307E-1,9.758058014E0
3.403036833E0,6.541397095E-2,6.806346130E-1,9.737999725E0
3.413009833E0,8.158035278E-2,7.458988953E-1,9.737999725E0
3.422982833E0,7.349716187E-2,7.810757446E-1,9.760902100E0
3.432955833E0,7.723937988E-2,7.964936829E-1,9.751022644E0
3.442928833E0,5.164260864E-2,7.985893250E-1,9.740694122E0
3.452902833E0,4.340972900E-2,7.911048889E-1,9.731263733E0
3.462875833E0,7.888595581E-2,7.608677673E-1,9.700727234E0
3.472848833E0,1.178050232E-1,7.530839539E-1,9.719737701E0
3.482821833E0,1.384620667E-1,7.298822021E-1,9.745933228E0
3.492794625E0,1.389111328E-1,7.450007629E-1,9.730814667E0
3.502767625E0,1.321751404E-1,7.361691284E-1,9.752369843E0
3.512740625E0,1.011895752E-1,7.135661316E-1,9.730964355E0
3.522713625E0,5.254074097E-2,7.174580383E-1,9.696535950E0
3.532686625E0,5.822891235E-2,7.116201782E-1,9.712253265E0
3.542659625E0,7.963439941E-2,7.502398682E-1,9.735754395E0
3.552632625E0,9.774673462E-2,8.128097534E-1,9.737251282E0
3.562605625E0,9.071136475E-2,8.517288208E-1,9.734257507E0
3.572578625E0,1.422042847E-2,8.875044250E-1,9.759105835E0
3.582551625E0,-1.317260742E-2,8.596623230E-1,9.759405212E0
3.592524625E0,-2.095642090E-2,8.225395203E-1,9.724228363E0
3.602497625E0,6.526428223E-2,7.849676514E-1,9.688901825E0
3.612470625E0,1.296304321E-1,7.773335266E-1,9.709259491E0
3.622443625E0,1.710942078E-1,8.030799866E-1,9.724378052E0
3.632416625E0,2.483335876E-1,7.972421265E-1,9.715546417E0
3.642389625E0,2.447410583E-1,8.292755127E-1,9.751621399E0
3.652363625E0,2.372566223E-1,8.126600647E-1,9.788444824E0
3.662336625E0,1.445993042E-1,8.327183533E-1,9.699679413E0
3.672309625E0,8.547225952E-2,8.243357849E-1,9.693991241E0
3.682282625E0,6.197113037E-2,7.876620483E-1,9.723180542E0
3.692255625E0,6.601272583E-2,7.848179626E-1,9.678573303E0
3.702228625E0,7.694000244E-2,8.078700256E-1,9.676627350E0
3.712201625E0,9.774673462E-2,8.560697937E-1,9.750124512E0
3.722174625E0,1.308279419E-1,8.849597168E-1,9.803264008E0
3.732147625E0,9.864486694E-2,8.867559814E-1,9.788145447E0
3.742120625E0,1.407073975E-1,8.752299500E-1,9.728569336E0
3.752093625E0,1.219963074E-1,8.547225952E-1,9.694290619E0
3.762066625E0,9.116043091E-2,8.590635681E-1,9.720785522E0
3.772039625E0,7.409591675E-2,8.515791321E-1,9.718540192E0
3.782012625E0,7.619155884E-2,8.352630615E-1,9.690099335E0
3.791985625E0,1.002914429E-2,8.140072632E-1,9.720935211E0
3.801958625E0,-1.496887207E-3,7.921527100E-1,9.758507080E0
3.811931625E0,2.290237427E-2,7.991880798E-1,9.749376068E0
3.821904625E0,5.209167480E-2,8.301736450E-1,9.723330231E0
3.831877625E0,9.190887451E-2,8.897497559E-1,9.726473694E0
3.841850625E0,8.562194824E-2,8.975335693E-1,9.761650543E0
3.851824625E0,1.312770081E-1,9.015751648E-1,9.743538208E0
3.861797625E0,8.666976929E-2,9.078620911E-1,9.725874939E0
3.871770625E0,4.430786133E-2,8.979826355E-1,9.729018402E0
3.881743625E0,3.652404785E-2,9.029223633E-1,9.718689880E0
3.891716625E0,-1.646575928E-3,8.791218567E-1,9.733958130E0
3.901689625E0,2.544708252E-3,8.291258240E-1,9.746981049E0
3.911662625E0,1.481918335E-2,8.198451233E-1,9.721384277E0
3.921635625E0,3.008743286E-2,8.231382751E-1,9.762398987E0
3.931608625E0,1.227447510E-2,8.346643066E-1,9.741891632E0
3.941581625E0,1.990859985E-2,8.331674194E-1,9.666298828E0
3.951554625E0,4.909790039E-2,8.214916992E-1,9.688752136E0
3.961527625E0,5.478607178E-2,8.391549683E-1,9.738448792E0
3.971500625E0,6.167175293E-2,8.523275757E-1,9.735005951E0
3.981473625E0,3.532653809E-2,8.592132568E-1,9.707463226E0
3.991446625E0,-8.532257080E-3,8.425978088E-1,9.735604706E0
4.001419625E0,-2.050735474E-2,8.175997925E-1,9.745783539E0
4.011392625E0,-0.000000000E0,8.385562134E-1,9.736652527E0
4.021365625E0,-6.286926270E-3,8.774752808E-1,9.759405212E0
4.031338625E0,-1.182540894E-2,9.012757874E-1,9.734257507E0
4.041311625E0,2.978805542E-2,9.053173828E-1,9.715546417E0
4.051284625E0,6.885681152E-2,8.928932190E-1,9.757159882E0
4.061258625E0,6.631210327E-2,8.839118958E-1,9.760003967E0
4.071231625E0,3.817062378E-2,8.716374207E-1,9.679770813E0
4.081204625E0,-2.095642090E-3,8.580157471E-1,9.682016144E0
4.091177625E0,2.814147949E-2,8.619076538E-1,9.779912567E0
4.101150625E0,2.559677124E-2,8.283773804E-1,9.786947937E0
4.111123625E0,-5.328918457E-2,8.068222046E-1,9.667646027E0
4.121096625E0,-4.445755005E-2,7.978408813E-1,9.653575287E0
4.131069625E0,-4.879852295E-2,7.848179626E-1,9.776469727E0
4.141042625E0,-5.463638306E-2,7.683522034E-1,9.781708832E0
4.151015625E0,-6.376739502E-2,8.053253174E-1,9.679022369E0
4.160988625E0,-1.064286804E-1,8.409512329E-1,9.687255249E0
4.170961625E0,-2.155517578E-2,8.414002991E-1,9.772128754E0
4.180934625E0,-3.293151855E-3,8.416996765E-1,9.763746185E0
4.190907625E0,-1.092727661E-2,8.425978088E-1,9.719887390E0
4.200880625E0,2.529739380E-2,8.601113892E-1,9.725874939E0
4.210853625E0,2.365081787E-2,8.605604553E-1,9.760752411E0
4.220826625E0,1.062789917E-2,8.178991699E-1,9.754465485E0
4.230799625E0,-2.005828857E-2,7.945477295E-1,9.680519257E0
4.240772625E0,-2.439926147E-2,7.664062500E-1,9.701325989E0
4.250745625E0,-1.287322998E-2,7.732919312E-1,9.745783539E0
4.260719625E0,-5.508544922E-2,7.872129822E-1,9.726623383E0
4.270692625E0,-4.924758911E-2,7.595205688E-1,9.703870697E0
4.280665625E0,-3.218307495E-2,7.179071045E-1,9.709558868E0
4.290638625E0,-6.990463257E-2,7.063810730E-1,9.742340698E0
4.300611625E0,-2.709365845E-2,7.289840698E-1,9.732610931E0
4.310584625E0,-3.742218018E-2,7.940986633E-1,9.707014160E0
4.320557625E0,-5.658233643E-2,8.303233337E-1,9.760752411E0
4.330530625E0,-5.733078003E-2,8.467890930E-1,9.800719299E0
4.340503625E0,-3.023712158E-2,8.559201050E-1,9.777367859E0
4.350476625E0,-1.646575928E-2,8.325686646E-1,9.709409180E0
4.360449625E0,-4.939727783E-3,8.090675354E-1,9.656119995E0
4.370422625E0,3.323089600E-2,7.640112305E-1,9.728269958E0
4.380395625E0,3.577560425E-2,7.372169495E-1,9.795779572E0
4.390368625E0,3.158432007E-2,7.240443420E-1,9.711953888E0
4.400341625E0,2.619552612E-2,7.228468323E-1,9.679321747E0
4.410314625E0,2.200424194E-2,6.882687378E-1,9.759255524E0
4.420287625E0,2.365081787E-2,6.499484253E-1,9.771829376E0
4.430260625E0,-1.122665405E-2,6.447093201E-1,9.675280151E0
4.440233625E0,-3.188369751E-2,6.638694763E-1,9.655371552E0
4.450206625E0,-4.999603271E-2,6.753955078E-1,9.735305328E0
4.460180625E0,-3.083587646E-2,6.688092041E-1,9.762249298E0
4.470153625E0,-4.819976807E-2,6.752458191E-1,9.722881165E0
4.480126625E0,-4.535568237E-2,6.942562866E-1,9.716444550E0
4.490099625E0,-3.472778320E-2,7.113208008E-1,9.773026886E0
4.500073125E0,-5.837860107E-2,7.170089722E-1,9.798024902E0
4.510046125E0,-2.125579834E-2,6.954537964E-1,9.716444550E0
4.520019125E0,-1.496887207E-4,6.620732117E-1,9.641749878E0
4.529992125E0,3.053649902E-2,6.384223938E-1,9.688602448E0
4.539965125E0,2.829116821E-2,6.523434448E-1,9.783056030E0
4.549938125E0,1.257385254E-2,6.596781921E-1,9.796228638E0
4.559911125E0,2.844085693E-3,6.360273743E-1,9.701775055E0
4.569884125E0,-4.385879517E-2,6.129753113E-1,9.680818634E0
4.579857125E0,-2.035766602E-2,5.763015747E-1,9.764344940E0
4.589830125E0,-2.724334717E-2,5.662724304E-1,9.751471710E0
4.599803125E0,-5.673202515E-2,5.769003296E-1,9.676178284E0
4.609776125E0,-7.229965210E-2,5.897735596E-1,9.711504822E0
4.619749125E0,-8.592132568E-2,6.044430542E-1,9.762848053E0
4.629722125E0,-6.960525513E-2,6.194119263E-1,9.767039337E0
4.639695125E0,-7.289840698E-2,6.206094360E-1,9.733808441E0
4.649668125E0,-4.505630493E-2,6.176156616E-1,9.718091125E0
4.659642125E0,-6.137237549E-3,6.047424316E-1,9.711055756E0
4.669615125E0,1.302291870E-2,5.968089294E-1,9.723779297E0
4.679588125E0,-1.347198486E-3,5.924679565E-1,9.727371826E0
4.689561125E0,3.742218018E-3,5.748046875E-1,9.744436340E0
4.699534125E0,-4.101470947E-2,5.629792786E-1,9.733958130E0
4.709507125E0,-5.688171387E-2,5.343887329E-1,9.708061981E0
4.719480125E0,-7.214996338E-2,5.047503662E-1,9.710756378E0
4.729453125E0,-8.906478882E-2,4.920268250E-1,9.741741943E0
4.739426125E0,-9.340576172E-2,4.998106384E-1,9.745633850E0
4.749399125E0,-8.951385498E-2,5.267546082E-1,9.728868713E0
4.759372125E0,-7.005432129E-2,5.490582275E-1,9.731862488E0
4.769345125E0,-5.119354248E-2,5.662724304E-1,9.748777313E0
4.779318125E0,-4.221221924E-2,5.691165161E-1,9.733958130E0
4.789291125E0,-3.891906738E-2,5.529501343E-1,9.705217896E0
4.799264125E0,-3.772155762E-2,5.424719238E-1,9.693841553E0
4.809237125E0,-3.308120728E-2,5.134323120E-1,9.735604706E0
4.819210125E0,-7.574249268E-2,5.054988098E-1,9.775421906E0
4.829183125E0,-9.759704590E-2,5.066963196E-1,9.739795990E0
4.839156125E0,-1.095721436E-1,5.334906006E-1,9.705966339E0
4.849130125E0,-1.181044006E-1,5.203179932E-1,9.741592255E0
4.859103125E0,-9.610015869E-2,4.897814941E-1,9.750573578E0
4.869076125E0,-7.529342651E-2,4.936734009E-1,9.707163849E0
4.879049125E0,-2.559677124E-2,4.846920776E-1,9.689949646E0
4.889022125E0,4.790039062E-3,4.855902100E-1,9.709259491E0
4.898995125E0,-9.729766846E-3,4.972659302E-1,9.725425873E0
4.908968125E0,-2.454895020E-2,4.954696655E-1,9.766889648E0
4.918941125E0,-5.448669434E-2,5.096900940E-1,9.783954163E0
4.928914125E0,-1.016386414E-1,5.289999390E-1,9.737550659E0
4.938887125E0,-1.438508606E-1,5.179229736E-1,9.709109802E0
4.948860125E0,-1.249900818E-1,5.031037903E-1,9.708361359E0
4.958833125E0,-7.559280396E-2,4.914280701E-1,9.717043304E0
4.968806125E0,-6.421646118E-2,4.848417664E-1,9.730664978E0
4.978779125E0,-2.679428101E-2,4.787045288E-1,9.718989258E0
4.988752125E0,-4.939727783E-3,4.731660461E-1,9.715247040E0
4.998725125E0,-2.589614868E-2,4.834945679E-1,9.755363617E0
5.008698125E0,-8.831634521E-3,4.766088867E-1,9.761800232E0
5.018671125E0,-4.490661621E-2,4.716691589E-1,9.702373810E0
5.028644125E0,-3.712280273E-2,4.608915710E-1,9.698930969E0
5.038617125E0,-4.101470947E-2,4.541555786E-1,9.714049530E0
5.048590125E0,-4.490661621E-2,4.565505981E-1,9.717791748E0
5.058564125E0,-2.844085693E-3,4.812492371E-1,9.720486145E0
5.068537125E0,-2.649490356E-2,5.010081482E-1,9.755513306E0
5.078510125E0,4.191284180E-3,4.870870972E-1,9.745184784E0
5.088483125E0,4.640350342E-3,4.939727783E-1,9.734107819E0
5.098456125E0,3.442840576E-3,4.858895874E-1,9.747280426E0
5.108429125E0,1.691482544E-2,4.698728943E-1,9.730964355E0
5.118402125E0,-1.272354126E-2,4.516108704E-1,9.699230347E0
5.128375125E0,-1.541793823E-2,4.457730103E-1,9.706116028E0
5.138348125E0,-1.796264648E-3,4.418811035E-1,9.744136963E0
5.148321125E0,-2.514770508E-2,4.459226990E-1,9.742939453E0
5.158294125E0,-2.484832764E-2,4.414320374E-1,9.709558868E0
5.168267125E0,-4.490661621E-2,4.312532043E-1,9.722132721E0
5.178240125E0,-2.230361938E-2,4.216731262E-1,9.748777313E0
5.188213125E0,-6.137237549E-3,4.366419983E-1,9.720635834E0
5.198186125E0,4.700225830E-2,4.583468628E-1,9.703421631E0
5.208159125E0,1.916015625E-2,4.796026611E-1,9.737400970E0
5.218132125E0,5.583389282E-2,4.966671753E-1,9.767488403E0
5.228105125E0,3.323089600E-2,4.873864746E-1,9.737700348E0
5.238078125E0,6.735992432E-3,4.806504822E-1,9.719887390E0
5.248051125E0,1.871109009E-2,4.716691589E-1,9.729766846E0
5.258025125E0,-3.592529297E-3,4.707710266E-1,9.760752411E0
5.267998125E0,3.128494263E-2,4.572990417E-1,9.754764862E0
5.277971125E0,3.742218018E-2,4.481680298E-1,9.691895599E0
5.287944125E0,6.391708374E-2,4.456233215E-1,9.709409180E0
5.297917125E0,8.382568359E-2,4.067042542E-1,9.768835602E0
5.307890125E0,7.289840698E-2,3.854484558E-1,9.708511047E0
5.317863125E0,8.876541138E-2,3.965254211E-1,9.655371552E0
5.327836125E0,5.209167480E-2,4.074526978E-1,9.726773071E0
5.337809125E0,5.224136353E-2,4.303550720E-1,9.759704590E0
5.347782125E0,9.131011963E-3,4.385879517E-1,9.761201477E0
5.357755125E0,7.484436035E-4,4.513114929E-1,9.707463226E0
5.367728125E0,1.856140137E-2,4.707710266E-1,9.699230347E0
5.377701125E0,-4.490661621E-3,4.725672913E-1,9.753417664E0
5.387674125E0,1.287322998E-2,4.827461243E-1,9.760003967E0
5.397647125E0,3.861968994E-2,4.749623108E-1,9.706265717E0
5.407620125E0,2.679428101E-2,4.529580688E-1,9.721384277E0
5.417593125E0,1.107696533E-1,4.544549561E-1,9.716893616E0
5.427566125E0,9.011260986E-2,4.511618042E-1,9.761949921E0
5.437539125E0,1.230441284E-1,4.501139832E-1,9.746382294E0
5.447513125E0,1.598675537E-1,4.481680298E-1,9.676477661E0
5.457486125E0,1.085243225E-1,4.165837097E-1,9.698930969E0
5.467459125E0,1.203497314E-1,4.105961609E-1,9.735904083E0
5.477432125E0,1.092727661E-1,4.108955383E-1,9.712552643E0
5.487405125E0,6.661148071E-2,4.198768616E-1,9.707463226E0
5.497377875E0,8.487350464E-2,4.311035156E-1,9.721234589E0
5.507350875E0,3.876937866E-2,4.466711426E-1,9.735455017E0
5.517323875E0,7.259902954E-2,4.430786133E-1,9.740245056E0
5.527296875E0,5.523513794E-2,4.487667847E-1,9.723479919E0
5.537269875E0,6.391708374E-2,4.457730103E-1,9.727371826E0
5.547242875E0,8.771759033E-2,4.616400146E-1,9.741143188E0
5.557215875E0,8.412506104E-2,4.749623108E-1,9.726324005E0
5.567188875E0,1.309776306E-1,4.614903259E-1,9.703271942E0
5.577161875E0,1.131646729E-1,4.520599365E-1,9.720635834E0
5.587134875E0,1.332229614E-1,4.574487305E-1,9.766141205E0
5.597107875E0,1.478924561E-1,4.529580688E-1,9.732161865E0
5.607080875E0,1.317260742E-1,4.505630493E-1,9.685908051E0
5.617053875E0,1.460961914E-1,4.456233215E-1,9.721683655E0
5.627026875E0,1.260379028E-1,4.381388855E-1,9.744436340E0
5.636999875E0,1.246907043E-1,4.270619202E-1,9.725874939E0
5.646973875E0,1.357676697E-1,4.484674072E-1,9.714049530E0
5.656946875E0,1.456471252E-1,4.775070190E-1,9.741592255E0
5.666919875E0,1.595681763E-1,4.601431274E-1,9.754016418E0
5.676892875E0,1.448986816E-1,4.662803650E-1,9.707612915E0
5.686865875E0,1.591191101E-1,4.571493530E-1,9.683213654E0
5.696838875E0,1.516346741E-1,4.626878357E-1,9.742191010E0
5.706811875E0,1.417552185E-1,4.703219604E-1,9.758207703E0
5.716784875E0,1.576222229E-1,4.637356567E-1,9.720635834E0
5.726757875E0,1.580712891E-1,4.602928162E-1,9.696985016E0
5.736730875E0,1.935475159E-1,4.581971741E-1,9.720336456E0
5.746703875E0,1.785786438E-1,4.499642944E-1,9.748477936E0
5.756676875E0,1.890568542E-1,4.459226990E-1,9.715546417E0
5.766649875E0,1.676513672E-1,4.561015320E-1,9.680369568E0
5.776622875E0,1.434017944E-1,4.543052673E-1,9.714947662E0
5.786595875E0,1.519340515E-1,4.432283020E-1,9.758058014E0
5.796568875E0,1.243913269E-1,4.574487305E-1,9.717642059E0
5.806541875E0,1.106199646E-1,4.782554626E-1,9.712103577E0
5.816514875E0,1.252894592E-1,5.014572144E-1,9.751771088E0
5.826487875E0,1.610650635E-1,5.120851135E-1,9.726773071E0
5.836460875E0,1.999841309E-1,5.068460083E-1,9.715546417E0
5.846434875E0,2.128573608E-1,4.918771362E-1,9.716743927E0
5.856407875E0,2.311193848E-1,4.911286926E-1,9.732461243E0
5.866380875E0,2.321672058E-1,4.932243347E-1,9.737850037E0
5.876353875E0,2.160008240E-1,5.007087708E-1,9.727371826E0
5.886326875E0,1.993853760E-1,4.909790039E-1,9.738748169E0
5.896299875E0,1.691482544E-1,4.900808716E-1,9.755513306E0
5.906272875E0,1.501377869E-1,4.736151123E-1,9.722581787E0
5.916245875E0,1.622625732E-1,4.757107544E-1,9.698032837E0
5.926218875E0,1.609153748E-1,4.858895874E-1,9.729916534E0
5.936191875E0,1.910028076E-1,4.760101318E-1,9.742640076E0
5.946164875E0,2.168989563E-1,4.694238281E-1,9.698182526E0
5.956137875E0,2.249821472E-1,4.755610657E-1,9.690548401E0
5.966110875E0,2.395019531E-1,4.996609497E-1,9.732610931E0
5.976083875E0,2.315684509E-1,5.063969421E-1,9.754315796E0
5.986056875E0,2.170486450E-1,5.038522339E-1,9.727970581E0
5.996029875E0,1.981878662E-1,5.001100159E-1,9.717192993E0
6.006002875E0,1.866618347E-1,5.029541016E-1,9.710007935E0
6.015975875E0,1.770817566E-1,5.147795105E-1,9.726922760E0
6.025948875E0,1.788780212E-1,5.164260864E-1,9.726623383E0
6.035922875E0,1.613644409E-1,4.902305603E-1,9.712402954E0
6.045895875E0,1.920506287E-1,4.948709106E-1,9.716743927E0
6.055868875E0,2.005828857E-1,4.951702881E-1,9.758806458E0
6.065841875E0,2.004331970E-1,5.173242188E-1,9.758656769E0
6.075814875E0,1.860630798E-1,5.351371765E-1,9.708511047E0
6.085787875E0,1.666035461E-1,5.013075256E-1,9.704619141E0
6.095760875E0,1.595681763E-1,4.846920776E-1,9.691596222E0
6.105733875E0,1.781295776E-1,4.770579529E-1,9.711205444E0
6.115706875E0,2.179467773E-1,5.206173706E-1,9.744286652E0
6.125679875E0,2.188449097E-1,5.658233643E-1,9.759704590E0
6.135652875E0,1.968406677E-1,5.734574890E-1,9.749525757E0
6.145625875E0,1.697470093E-1,5.748046875E-1,9.730964355E0
6.155598875E0,1.902543640E-1,5.707630920E-1,9.740394745E0
6.165571875E0,1.742376709E-1,5.662724304E-1,9.738149414E0
6.175544875E0,1.691482544E-1,5.574407959E-1,9.713750153E0
6.185517875E0,1.990859985E-1,5.650749207E-1,9.710157623E0
6.195490875E0,2.315684509E-1,5.698649597E-1,9.745035095E0
6.205463875E0,2.360591125E-1,5.644761658E-1,9.740993500E0
6.215436875E0,2.384541321E-1,5.565426636E-1,9.711355133E0
6.225410875E0,2.800675964E-1,5.200186157E-1,9.687105560E0
6.235383875E0,2.767744446E-1,5.072950745E-1,9.691296844E0
6.245356875E0,2.215393066E-1,4.766088867E-1,9.714648285E0
6.255329875E0,2.136058044E-1,4.658312988E-1,9.698032837E0
6.265302875E0,2.052232361E-1,4.954696655E-1,9.714049530E0
6.275275875E0,2.303709412E-1,5.129832458E-1,9.748328247E0
6.285248875E0,2.237846375E-1,5.526507568E-1,9.716294861E0
6.295221875E0,2.278262329E-1,5.791456604E-1,9.737850037E0
6.305194875E0,2.291734314E-1,6.093827820E-1,9.745184784E0
6.315167875E0,2.053729248E-1,6.569837952E-1,9.742041321E0
6.325140875E0,1.974394226E-1,6.411167908E-1,9.766440582E0
6.335113875E0,1.778302002E-1,6.140231323E-1,9.720486145E0
6.345086875E0,2.049238586E-1,5.878276062E-1,9.698032837E0
6.355059875E0,1.716929626E-1,5.333409119E-1,9.732012177E0
6.365032875E0,1.781295776E-1,4.971162415E-1,9.690099335E0
6.375005875E0,1.905537415E-1,4.791535950E-1,9.703721008E0
6.384978875E0,2.104623413E-1,4.625381470E-1,9.748777313E0
6.394951875E0,2.377056885E-1,5.043013000E-1,9.721533966E0
6.404924875E0,2.318678284E-1,5.514532471E-1,9.748927002E0
6.414898875E0,2.139051819E-1,5.863307190E-1,9.761949921E0
6.424871875E0,1.824705505E-1,6.201603699E-1,9.696386261E0
6.434844875E0,1.185534668E-1,6.315367126E-1,9.706265717E0
6.444817875E0,1.092727661E-1,6.236032104E-1,9.726922760E0
6.454790875E0,8.786727905E-2,6.206094360E-1,9.728269958E0
6.464763875E0,1.184037781E-1,6.014492798E-1,9.739197235E0
6.474736875E0,1.062789917E-1,5.995033264E-1,9.737400970E0
6.484709875E0,1.210981750E-1,6.027964783E-1,9.752818909E0
6.494683708E0,1.845661926E-1,5.830375671E-1,9.758357391E0
6.504656708E0,2.308200073E-1,5.698649597E-1,9.716893616E0
6.514629708E0,2.820135498E-1,5.625302124E-1,9.677675171E0
6.524602708E0,2.709365845E-1,5.718109131E-1,9.705666962E0
6.534575708E0,2.405497742E-1,5.774990845E-1,9.715696106E0
6.544548708E0,2.107617188E-1,5.867797852E-1,9.711953888E0
6.554521708E0,1.507365417E-1,5.670208740E-1,9.734257507E0
6.564494708E0,1.309776306E-1,5.800437927E-1,9.739646301E0
6.574467708E0,1.092727661E-1,5.792953491E-1,9.729018402E0
6.584440708E0,1.276844788E-1,5.701643372E-1,9.748477936E0
6.594413708E0,2.016307068E-1,5.638774109E-1,9.702673187E0
6.604386708E0,2.170486450E-1,5.716612244E-1,9.696835327E0
6.614360708E0,2.113604736E-1,5.831872559E-1,9.759405212E0
6.624333708E0,2.243833923E-1,5.974076843E-1,9.741741943E0
6.634306708E0,1.832189941E-1,6.194119263E-1,9.701026611E0
6.644279708E0,1.501377869E-1,5.978567505E-1,9.755213928E0
6.654252708E0,9.729766846E-2,5.722599792E-1,9.733658752E0
6.664225708E0,9.580078125E-2,5.486091614E-1,9.685758362E0
6.674198708E0,9.624984741E-2,5.456153870E-1,9.713301086E0
6.684171708E0,1.218466187E-1,5.528004456E-1,9.724228363E0
6.694144708E0,1.369651794E-1,5.736071777E-1,9.742340698E0
6.704117708E0,1.460961914E-1,5.975573730E-1,9.754914551E0
6.714090708E0,1.471440125E-1,6.245013428E-1,9.745933228E0
6.724063708E0,1.338217163E-1,6.102809143E-1,9.726623383E0
6.734036708E0,1.541793823E-1,5.933660889E-1,9.719438324E0
6.744009708E0,1.178050232E-1,5.758525085E-1,9.716893616E0
6.753982708E0,1.146615601E-1,5.927673340E-1,9.718839569E0
6.763955708E0,8.652008057E-2,6.084846497E-1,9.738897858E0
6.773928708E0,4.610412598E-2,6.035449219E-1,9.763895874E0
6.783901708E0,7.993377686E-2,5.999523926E-1,9.759704590E0
6.793875708E0,-1.047821045E-3,5.706134033E-1,9.716145172E0
6.803848708E0,1.422042847E-2,5.575904846E-1,9.686207428E0
6.813821708E0,2.215393066E-2,5.381309509E-1,9.699380035E0
6.823794708E0,1.466949463E-2,5.313949585E-1,9.740095367E0
6.833767708E0,1.990859985E-2,5.610333252E-1,9.742789764E0
6.843740708E0,-3.278182983E-2,5.459147644E-1,9.700876923E0
