"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.033929571E1,-3.307016939E-2,1.704684831E-2,-2.741231203E0
1.034926871E1,-3.662480041E-2,1.181526575E-2,-2.736479044E0
1.035924171E1,-4.547501355E-2,1.444993075E-2,-2.732256889E0
1.036921471E1,-5.319628492E-2,1.788455993E-2,-2.727620840E0
1.037918771E1,-4.984283075E-2,2.253603563E-2,-2.719328165E0
1.038916171E1,-5.045095459E-2,2.489309758E-2,-2.716527224E0
1.039913471E1,-4.708605260E-2,1.809031889E-2,-2.709732294E0
1.040910771E1,-4.010359943E-2,1.934231073E-2,-2.706362963E0
1.041908071E1,-4.271642491E-2,1.762457192E-2,-2.704427004E0
1.042905371E1,-4.115552455E-2,1.291050017E-2,-2.701867580E0
1.043902671E1,-3.584997356E-2,1.512411982E-2,-2.697566032E0
1.044899971E1,-3.523558378E-2,1.584130898E-2,-2.692979813E0
1.045897271E1,-3.224911541E-2,1.661495678E-2,-2.685994387E0
1.046894571E1,-3.354573250E-2,1.311808079E-2,-2.683005571E0
1.047891871E1,-3.677535057E-2,1.517004706E-2,-2.676278830E0
1.048889171E1,-3.537734970E-2,1.729524508E-2,-2.673094511E0
1.049886387E1,-3.621784598E-2,1.840178668E-2,-2.668520212E0
1.050883687E1,-4.017940909E-2,1.569765992E-2,-2.661335945E0
1.051880988E1,-4.307400063E-2,1.165444963E-2,-2.658954859E0
1.052878287E1,-3.930807486E-2,1.808212698E-2,-2.654774427E0
1.053875587E1,-4.618568718E-2,1.313343924E-2,-2.649970055E0
1.054872887E1,-4.703729600E-2,1.755193621E-2,-2.641731262E0
1.055870287E1,-4.697551206E-2,1.363469381E-2,-2.637439966E0
1.056867587E1,-4.381735250E-2,2.398392558E-2,-2.632234812E0
1.057864888E1,-4.314756766E-2,1.548764110E-2,-2.626641035E0
1.058862187E1,-3.520550206E-2,1.776780747E-2,-2.621555090E0
1.059859487E1,-3.173993155E-2,1.978888176E-2,-2.614355803E0
1.060856787E1,-2.913064323E-2,1.323464699E-2,-2.611394167E0
1.061854087E1,-2.600196190E-2,2.588599175E-2,-2.606179714E0
1.062851387E1,-3.097239137E-2,1.540755667E-2,-2.602594137E0
1.063848687E1,-3.360332921E-2,1.743155904E-2,-2.597163916E0
1.064845987E1,-3.585584834E-2,1.755928248E-2,-2.588424206E0
1.065843287E1,-3.959439322E-2,2.357642725E-2,-2.583511591E0
1.066840587E1,-4.407504201E-2,1.640189812E-2,-2.574726105E0
1.067837887E1,-4.341244698E-2,1.312834118E-2,-2.564700842E0
1.068835187E1,-4.045493156E-2,2.782245353E-2,-2.559648275E0
1.069832487E1,-4.280730337E-2,2.215205133E-2,-2.554670572E0
1.070829788E1,-4.214933142E-2,1.700785384E-2,-2.545017481E0
1.071827087E1,-3.749731928E-2,2.240235358E-2,-2.537471771E0
1.072824387E1,-3.664662689E-2,2.501518093E-2,-2.533408165E0
1.073821687E1,-3.645567968E-2,1.543765515E-2,-2.522187948E0
1.074818987E1,-3.755002469E-2,2.109473012E-2,-2.517431259E0
1.075816387E1,-3.446848318E-2,2.289928868E-2,-2.509967566E0
1.076813688E1,-3.293433785E-2,1.737703755E-2,-2.502023697E0
1.077810987E1,-3.314978629E-2,2.334757894E-2,-2.495253801E0
1.078808287E1,-3.633663058E-2,2.239824459E-2,-2.485146761E0
1.079805587E1,-3.953189030E-2,1.531583350E-2,-2.479059219E0
1.080802887E1,-3.825978562E-2,1.672609150E-2,-2.474862576E0
1.081800187E1,-3.915007785E-2,2.257519215E-2,-2.467789650E0
1.082797487E1,-4.180978984E-2,2.027159929E-2,-2.456488848E0
1.083794787E1,-3.643180057E-2,1.643797755E-2,-2.448337317E0
1.084792087E1,-3.699761629E-2,2.666397765E-2,-2.441349030E0
1.085789387E1,-3.681572527E-2,1.557004731E-2,-2.434981108E0
1.086786687E1,-3.861737251E-2,2.512163296E-2,-2.426902533E0
1.087783987E1,-3.958276659E-2,2.025444061E-2,-2.418885469E0
1.088781287E1,-3.666527197E-2,1.701443642E-2,-2.415618420E0
1.089778587E1,-3.458001837E-2,2.784977481E-2,-2.410642624E0
1.090775887E1,-3.260768577E-2,1.332341414E-2,-2.403138638E0
1.091773187E1,-3.530333936E-2,1.545314398E-2,-2.395791769E0
1.092770587E1,-3.174576536E-2,1.877607219E-2,-2.387207747E0
1.093767887E1,-3.154336661E-2,1.198874041E-2,-2.384105921E0
1.094765187E1,-3.431184217E-2,1.785938442E-2,-2.374033689E0
1.095762488E1,-3.462156653E-2,1.961440593E-2,-2.367257357E0
1.096759787E1,-3.572285920E-2,1.342297252E-2,-2.361965895E0
1.097757087E1,-3.274304420E-2,2.236773074E-2,-2.355105639E0
1.098754387E1,-3.046746738E-2,1.593277231E-2,-2.349252224E0
1.099751687E1,-2.738379315E-2,1.751628891E-2,-2.343663216E0
1.100748987E1,-2.759781107E-2,2.002722770E-2,-2.337085009E0
1.101746287E1,-3.191586211E-2,1.811747625E-2,-2.333976746E0
1.102743587E1,-3.530690074E-2,1.383668557E-2,-2.327086926E0
1.103740887E1,-3.451061621E-2,1.430939697E-2,-2.325372934E0
1.104738187E1,-3.543931991E-2,1.464992762E-2,-2.320669413E0
1.105735487E1,-3.804842010E-2,9.422941133E-3,-2.317434788E0
1.106732787E1,-3.623260558E-2,1.032028068E-2,-2.312003136E0
1.107730087E1,-3.489516675E-2,1.949194074E-2,-2.302317142E0
1.108727387E1,-3.537292033E-2,1.068390999E-2,-2.293413401E0
1.109724687E1,-3.140081465E-2,1.308155525E-2,-2.289348364E0
1.110721987E1,-3.261493519E-2,1.782654226E-2,-2.281394243E0
1.111719387E1,-3.336488083E-2,1.612824202E-2,-2.274798632E0
1.112716687E1,-3.363467008E-2,1.628240943E-2,-2.270628929E0
1.113713987E1,-3.033421747E-2,1.387704071E-2,-2.265694618E0
1.114711288E1,-3.123949468E-2,1.755987853E-2,-2.256184578E0
1.115708587E1,-3.228318691E-2,1.439497899E-2,-2.252113819E0
1.116705887E1,-3.207910806E-2,1.468819659E-2,-2.243553638E0
1.117703187E1,-3.285302594E-2,1.631645486E-2,-2.237893343E0
1.118700487E1,-3.487890214E-2,8.562703617E-3,-2.233152628E0
1.119697787E1,-3.439207375E-2,1.238647010E-2,-2.224783897E0
1.120695087E1,-3.632208705E-2,1.207709312E-2,-2.216414452E0
1.121692387E1,-3.853570670E-2,1.171596721E-2,-2.207837105E0
1.122689687E1,-3.900129721E-2,1.219110563E-2,-2.197192669E0
1.123686987E1,-3.620870411E-2,1.391310617E-2,-2.187998772E0
1.124684287E1,-3.205878288E-2,1.099454425E-2,-2.181212187E0
1.125681587E1,-2.866804600E-2,1.809666306E-2,-2.170080423E0
1.126678887E1,-2.932904288E-2,1.404652745E-2,-2.163035154E0
1.127676187E1,-2.837003767E-2,1.087869704E-2,-2.153121948E0
1.128673587E1,-2.631994337E-2,1.235127635E-2,-2.143893480E0
1.129670887E1,-2.757988498E-2,1.201704890E-2,-2.133122683E0
1.130668187E1,-3.033644333E-2,1.027827524E-2,-2.122887373E0
1.131665487E1,-3.224539757E-2,1.260907389E-2,-2.113264322E0
1.132662787E1,-3.393759206E-2,1.181199681E-2,-2.103382349E0
1.133660087E1,-3.462895006E-2,1.398247387E-2,-2.093719244E0
1.134657387E1,-3.322775289E-2,1.167677902E-2,-2.083201885E0
1.135654687E1,-3.095261380E-2,1.306828111E-2,-2.073261976E0
1.136651987E1,-3.378808871E-2,1.060044486E-2,-2.060631990E0
1.137649287E1,-3.937486932E-2,1.247424539E-2,-2.051953316E0
1.138646587E1,-3.855077177E-2,1.432688441E-2,-2.042462111E0
1.139643888E1,-3.917528316E-2,1.203523483E-2,-2.031245470E0
1.140641187E1,-3.276364878E-2,1.064099744E-2,-2.021848440E0
1.141638487E1,-3.000141680E-2,1.650208235E-2,-2.012315989E0
1.142635787E1,-2.573695779E-2,1.133405510E-2,-1.999668598E0
1.143633087E1,-2.270601690E-2,1.247735042E-2,-1.991567135E0
1.144630387E1,-2.245383523E-2,1.387932431E-2,-1.982504129E0
1.145627687E1,-2.109296061E-2,1.515710820E-2,-1.973128676E0
1.146625087E1,-2.535330690E-2,1.088844147E-2,-1.965484023E0
1.147622387E1,-2.736425959E-2,9.891887195E-3,-1.956615448E0
1.148619687E1,-3.056645766E-2,1.523868088E-2,-1.945404172E0
1.149616987E1,-3.398302943E-2,9.701170959E-3,-1.936639190E0
1.150614300E1,-3.401171416E-2,1.165159792E-2,-1.928393126E0
1.151611600E1,-3.270223737E-2,1.244468801E-2,-1.920795441E0
1.152608900E1,-3.153955191E-2,9.322726168E-3,-1.911748290E0
1.153606200E1,-2.970676497E-2,1.140558440E-2,-1.900413036E0
1.154603500E1,-2.957530692E-2,1.448774152E-2,-1.889048576E0
1.155600800E1,-2.670894749E-2,1.412555203E-2,-1.880313516E0
1.156598100E1,-2.642976493E-2,7.593960501E-3,-1.873256803E0
1.157595400E1,-2.685294114E-2,1.434800308E-2,-1.862186313E0
1.158592700E1,-2.790567651E-2,1.379801985E-2,-1.852693200E0
1.159590000E1,-2.582734637E-2,1.145390514E-2,-1.842680454E0
1.160587300E1,-2.653434128E-2,1.267162059E-2,-1.836641788E0
1.161584600E1,-2.170363441E-2,1.390280109E-2,-1.827738762E0
1.162581900E1,-2.112837695E-2,1.209880784E-2,-1.818313479E0
1.163579200E1,-2.270683274E-2,1.156910509E-2,-1.810458302E0
1.164576600E1,-2.741421014E-2,1.218055654E-2,-1.800506353E0
1.165573900E1,-3.009441495E-2,1.359389629E-2,-1.795531034E0
1.166571200E1,-3.027359769E-2,9.130688384E-3,-1.783382177E0
1.167568500E1,-3.169466183E-2,1.119224168E-2,-1.777571082E0
1.168565800E1,-2.890871465E-2,1.276631933E-2,-1.765778542E0
1.169563100E1,-2.626179904E-2,1.166350301E-2,-1.759536862E0
1.170560400E1,-2.569642663E-2,1.237995271E-2,-1.753178477E0
1.171557700E1,-2.570388466E-2,1.240658481E-2,-1.744228959E0
1.172555000E1,-2.317910269E-2,1.057968382E-2,-1.736744761E0
1.173552300E1,-2.121608704E-2,1.324257907E-2,-1.727040529E0
1.174549600E1,-2.391457930E-2,1.236397680E-2,-1.719968081E0
1.175546900E1,-2.589091100E-2,1.039030682E-2,-1.712496042E0
1.176544200E1,-2.543637156E-2,1.078226883E-2,-1.704461575E0
1.177541500E1,-2.290610224E-2,1.664628461E-2,-1.695175648E0
1.178538800E1,-2.403781936E-2,6.278048269E-3,-1.690064430E0
1.179536100E1,-2.443516254E-2,8.569697849E-3,-1.679077268E0
1.180533400E1,-2.276560850E-2,1.287597790E-2,-1.674151778E0
1.181530700E1,-2.851963416E-2,9.910548106E-3,-1.664612651E0
1.182528100E1,-2.470323630E-2,8.975290693E-3,-1.657464623E0
1.183525400E1,-2.658795565E-2,1.641190052E-2,-1.650197864E0
1.184522700E1,-2.511281148E-2,9.459692985E-3,-1.642765880E0
1.185520000E1,-2.396898530E-2,1.088581420E-2,-1.635799050E0
1.186517300E1,-2.377573401E-2,8.558676578E-3,-1.628146172E0
1.187514600E1,-2.549507096E-2,9.764823131E-3,-1.622429252E0
1.188511900E1,-2.440147847E-2,1.002650801E-2,-1.610771060E0
1.189509200E1,-2.167493477E-2,1.347423624E-2,-1.603702307E0
1.190506500E1,-2.437493578E-2,7.494374178E-3,-1.596332073E0
1.191503800E1,-2.213947847E-2,9.401197545E-3,-1.588263750E0
1.192501100E1,-2.204105631E-2,1.177098230E-2,-1.581810832E0
1.193498400E1,-2.195077576E-2,1.337021217E-2,-1.575004578E0
1.194495700E1,-2.350667119E-2,1.160446182E-2,-1.568637848E0
1.195493000E1,-2.036201023E-2,9.129321203E-3,-1.562530398E0
1.196490300E1,-2.613504604E-2,6.445329636E-3,-1.552462339E0
1.197487600E1,-2.295629680E-2,1.302679908E-2,-1.543878436E0
1.198484900E1,-2.613922767E-2,1.121926494E-2,-1.539823174E0
1.199482300E1,-2.471789718E-2,6.505737081E-3,-1.530448556E0
1.200479600E1,-2.380771749E-2,1.330436859E-2,-1.523023009E0
1.201476900E1,-2.233951539E-2,1.153895911E-2,-1.517523766E0
1.202474200E1,-2.422972023E-2,7.092308253E-3,-1.508449912E0
1.203471500E1,-2.308589220E-2,9.395143017E-3,-1.501521945E0
1.204468800E1,-2.357978933E-2,1.157682296E-2,-1.494814634E0
1.205466100E1,-1.819780841E-2,8.297671564E-3,-1.485212088E0
1.206463400E1,-2.045950294E-2,1.024244539E-2,-1.483151317E0
1.207460700E1,-2.098920569E-2,1.101582684E-2,-1.473949790E0
1.208458000E1,-1.979369298E-2,8.138998412E-3,-1.464696288E0
1.209455300E1,-2.116548643E-2,1.287063677E-2,-1.461153507E0
1.210452600E1,-2.231259644E-2,1.208431832E-2,-1.451442719E0
1.211449900E1,-2.084785886E-2,3.094817512E-3,-1.444948077E0
1.212447200E1,-2.159222029E-2,7.820447907E-3,-1.441384673E0
1.213444500E1,-1.963426359E-2,1.140159927E-2,-1.433738470E0
1.214441800E1,-2.199559286E-2,5.762659013E-3,-1.425977349E0
1.215439100E1,-2.193354070E-2,1.072812360E-2,-1.417624831E0
1.216436400E1,-2.094160579E-2,1.025678217E-2,-1.411841869E0
1.217433800E1,-2.414938249E-2,1.137557626E-2,-1.402932525E0
1.218431100E1,-2.442317083E-2,9.995759465E-3,-1.395627856E0
1.219428400E1,-2.196267620E-2,8.456452750E-3,-1.391903400E0
1.220425700E1,-2.262765728E-2,9.696910158E-3,-1.385968804E0
1.221423000E1,-2.061750181E-2,8.505946025E-3,-1.380714059E0
1.222420300E1,-1.878620684E-2,9.310479276E-3,-1.374487758E0
1.223417600E1,-1.944826916E-2,7.960257120E-3,-1.367949724E0
1.224414900E1,-1.986727491E-2,9.217841551E-3,-1.362866282E0
1.225412200E1,-1.814873703E-2,9.758196771E-3,-1.354614496E0
1.226409500E1,-1.877203956E-2,9.626533836E-3,-1.347819209E0
1.227406800E1,-2.434097417E-2,5.294369534E-3,-1.341417551E0
1.228404100E1,-2.268960513E-2,1.197196823E-2,-1.337529421E0
1.229401400E1,-2.203074098E-2,1.227450278E-2,-1.330624580E0
1.230398700E1,-2.112588845E-2,6.257395260E-3,-1.325325131E0
1.231396000E1,-1.994477771E-2,8.008424193E-3,-1.316165447E0
1.232393300E1,-2.121474408E-2,1.292891707E-2,-1.314657450E0
1.233390600E1,-1.817767508E-2,1.240453962E-2,-1.305839419E0
1.234387900E1,-2.199371532E-2,8.865007199E-3,-1.300015926E0
1.235385300E1,-1.996465214E-2,1.264403295E-2,-1.294983268E0
1.236382600E1,-2.005343139E-2,1.047485322E-2,-1.287456751E0
1.237379900E1,-2.133521065E-2,9.248469025E-3,-1.285326481E0
1.238377200E1,-2.181442827E-2,6.754730828E-3,-1.278968811E0
1.239374500E1,-1.723032817E-2,8.622140624E-3,-1.273149610E0
1.240371800E1,-2.089020237E-2,1.056365296E-2,-1.269985080E0
1.241369100E1,-1.845713891E-2,4.431724548E-3,-1.263266206E0
1.242366400E1,-1.530343667E-2,1.168454345E-2,-1.258477092E0
1.243363700E1,-1.440941356E-2,1.100676972E-2,-1.251966238E0
1.244361000E1,-1.980889216E-2,7.474888116E-3,-1.246113181E0
1.245358300E1,-1.364793628E-2,2.174144238E-2,-1.233482599E0
1.246355600E1,4.922288936E-3,7.384466380E-2,-1.217261434E0
1.247352900E1,4.422122240E-2,1.106327698E-1,-1.206259370E0
1.248350200E1,8.180359751E-2,6.482008100E-2,-1.194196105E0
1.249347500E1,8.763378859E-2,-5.009867251E-3,-1.188167810E0
1.250344837E1,5.163308233E-2,2.941497602E-3,-1.174886703E0
1.251342137E1,-4.003014881E-3,1.852525026E-2,-1.169684768E0
1.252339537E1,-4.223491251E-2,-5.826921202E-3,-1.167805791E0
1.253336837E1,-5.269927159E-2,-2.307515033E-2,-1.169964075E0
1.254334137E1,-3.766492754E-2,-1.265606564E-2,-1.156102061E0
1.255331437E1,-4.792110994E-4,2.153786868E-1,-9.722110629E-1
1.256328737E1,1.871926934E-1,-4.838804901E-2,-1.036174297E0
1.257326037E1,4.336520135E-1,-1.622056961E-1,-1.007939696E0
1.258323337E1,6.242212653E-1,3.746877238E-2,-1.006056190E0
1.259320637E1,6.996608973E-1,8.483725600E-3,-1.029587626E0
1.260317937E1,6.663194299E-1,-9.208427370E-2,-9.692308903E-1
1.261315237E1,5.917754173E-1,-9.338043630E-2,-9.479887486E-1
1.262312537E1,5.398156643E-1,-1.558075994E-1,-9.424774051E-1
1.263309837E1,5.374925733E-1,-2.233458906E-1,-9.042426348E-1
1.264307137E1,5.790138245E-1,-2.284799218E-1,-8.502584696E-1
1.265304437E1,6.597600579E-1,-2.167649418E-1,-7.748209238E-1
1.266301737E1,7.323165536E-1,-2.128399462E-1,-6.062540412E-1
1.267299037E1,7.653509378E-1,-3.005325198E-1,-3.824609220E-1
1.268296338E1,7.286235690E-1,-3.881610036E-1,-6.013301015E-2
1.269293637E1,6.413999796E-1,-2.496103197E-1,1.298238784E-1
1.270291037E1,4.707782865E-1,-2.024706602E-1,2.702808380E-1
1.271288337E1,2.324176729E-1,-2.757363319E-1,3.657511473E-1
1.272285637E1,-9.127776138E-4,-2.921956480E-1,4.571864903E-1
1.273282937E1,-1.792215258E-1,-1.926176548E-1,4.996649623E-1
1.274280237E1,-2.846251726E-1,-1.260225028E-1,4.428399801E-1
1.275277537E1,-3.149980009E-1,-8.167473972E-2,3.041926026E-1
1.276274837E1,-2.809326947E-1,-5.741372705E-2,1.114438549E-1
1.277272137E1,-1.850756854E-1,-4.721219651E-3,-8.059056848E-2
1.278269437E1,-8.658382297E-2,4.153378308E-2,-2.665736675E-1
1.279266737E1,-2.908138186E-2,2.370551974E-2,-4.379507601E-1
1.280264037E1,-3.570616990E-2,9.773309529E-2,-7.034660578E-1
1.281261337E1,-9.176837653E-2,1.611256450E-1,-8.098945022E-1
1.282258637E1,-2.031216919E-1,1.922342777E-1,-7.580862045E-1
1.283255937E1,-3.671183586E-1,8.645138144E-2,-7.172756195E-1
1.284253237E1,-5.155491829E-1,8.864939213E-3,-6.946952939E-1
1.285250537E1,-5.983335376E-1,3.068128787E-2,-7.054667473E-1
1.286247837E1,-6.167559028E-1,9.190561622E-2,-7.306939960E-1
1.287245138E1,-5.866685510E-1,2.929257043E-2,-7.328024507E-1
1.288242537E1,-4.952231646E-1,-1.467607357E-2,-7.065740824E-1
1.289239837E1,-3.713683486E-1,-2.135687880E-2,-6.705089808E-1
1.290237137E1,-2.549205422E-1,-6.573830731E-3,-6.562704444E-1
1.291234437E1,-1.555963457E-1,-1.343546528E-2,-6.519915462E-1
1.292231737E1,-7.621400058E-2,-4.917526990E-2,-6.353209615E-1
1.293229037E1,-1.239161473E-2,-3.984089196E-2,-6.214674711E-1
1.294226337E1,3.113161214E-2,-1.321524847E-2,-6.186417937E-1
1.295223637E1,5.314343795E-2,-2.666021883E-2,-6.037347317E-1
1.296220937E1,5.285218731E-2,-3.704689443E-2,-5.801529884E-1
1.297218237E1,3.285264596E-2,8.815404028E-3,-5.425127149E-1
1.298215537E1,-2.770116553E-2,6.816155463E-2,-5.387816429E-1
1.299212837E1,-1.146994457E-1,9.214678407E-2,-5.207962394E-1
1.300210137E1,-2.082935721E-1,7.004611939E-2,-4.961870909E-1
1.301207437E1,-2.567580342E-1,7.957810163E-2,-5.019022226E-1
1.302204737E1,-2.472587079E-1,6.629612297E-2,-4.966025949E-1
1.303202037E1,-1.689748317E-1,5.537290126E-2,-4.611111879E-1
1.304199337E1,-7.097636163E-2,3.402728215E-2,-4.394357800E-1
1.305196737E1,1.151052676E-2,5.239137262E-2,-4.236613512E-1
1.306194037E1,5.009546876E-2,4.939931259E-2,-4.386538863E-1
1.307191337E1,3.250449151E-2,4.576356336E-2,-4.289807677E-1
1.308188637E1,-4.801240750E-3,4.964942113E-2,-4.088615477E-1
1.309185937E1,-3.605796397E-2,4.072596505E-2,-3.732558787E-1
1.310183237E1,-5.636181310E-2,3.157317638E-2,-3.470144570E-1
1.311180537E1,-5.395138264E-2,3.773573041E-2,-3.381211162E-1
1.312177838E1,-4.013346881E-2,6.281197071E-2,-3.497101068E-1
1.313175137E1,-4.305362701E-2,5.209807307E-2,-3.716486692E-1
1.314172437E1,-7.520849258E-2,6.486970186E-2,-3.875866830E-1
1.315169737E1,-1.045099199E-1,4.914719611E-2,-3.873326182E-1
1.316167037E1,-1.386981457E-1,2.401550859E-2,-3.757712543E-1
1.317164337E1,-1.344663799E-1,9.343089536E-3,-3.553045988E-1
1.318161637E1,-1.160887405E-1,2.577168308E-2,-3.570213318E-1
1.319158937E1,-7.505076379E-2,4.351259768E-2,-3.477636278E-1
1.320156237E1,-6.086248532E-2,4.078589380E-2,-3.398098946E-1
1.321153537E1,-5.119334534E-2,1.752397977E-2,-3.194391131E-1
1.322150837E1,-5.339630693E-2,3.981052712E-2,-3.040626049E-1
1.323148237E1,-6.511421502E-2,5.005544424E-2,-3.041507602E-1
1.324145537E1,-5.622226745E-2,3.526636958E-2,-2.831881642E-1
1.325142837E1,-2.862046473E-2,2.891393378E-2,-2.633151114E-1
1.326140137E1,1.037050225E-2,3.259203210E-2,-2.402431965E-1
1.327137437E1,4.982709885E-2,2.511041239E-2,-2.021245807E-1
1.328134737E1,5.860275030E-2,5.843515694E-2,-1.853060871E-1
1.329132037E1,1.418823842E-3,7.473583519E-2,-1.798977256E-1
1.330129337E1,-8.705653250E-2,6.388436258E-2,-1.653394401E-1
1.331126638E1,-1.619552672E-1,6.134983152E-2,-1.558045298E-1
1.332123937E1,-1.939062774E-1,5.070392415E-2,-1.402821988E-1
1.333121237E1,-1.644610465E-1,4.189498350E-2,-1.437179446E-1
1.334118537E1,-8.947061002E-2,1.101350226E-2,-1.520417035E-1
1.335115837E1,-9.602406062E-3,6.131928414E-3,-1.475955546E-1
1.336113137E1,4.517349228E-2,5.140966736E-3,-1.557195336E-1
1.337110437E1,5.488284305E-2,5.726329051E-3,-1.595366299E-1
1.338107737E1,4.091120139E-2,5.258789286E-3,-1.560077816E-1
1.339105037E1,2.947265655E-2,1.687150449E-2,-1.563808918E-1
1.340102337E1,2.602029406E-2,1.408896316E-2,-1.496171951E-1
1.341099737E1,1.968782954E-2,-4.456225317E-3,-1.450639814E-1
1.342097037E1,1.000468060E-2,-1.797576994E-2,-1.410560906E-1
1.343094337E1,6.523395889E-3,-3.022124991E-2,-1.358738542E-1
1.344091637E1,9.025877342E-3,-3.427347541E-2,-1.226075515E-1
1.345088937E1,2.594866604E-2,-2.107458375E-2,-1.142540127E-1
1.346086237E1,3.929046914E-2,-8.223760873E-3,-1.127108186E-1
1.347083537E1,3.520757705E-2,-2.360671200E-2,-1.038637981E-1
1.348080837E1,3.759141639E-2,-3.956020623E-2,-9.245885909E-2
1.349078137E1,3.604891524E-2,-3.763474151E-2,-8.835811913E-2
1.350075471E1,3.241880611E-2,-5.496513098E-2,-8.127665520E-2
1.351072771E1,3.013674170E-2,-2.955111861E-2,-7.410502434E-2
1.352070071E1,2.034769766E-2,-2.774706110E-2,-6.274753064E-2
1.353067371E1,1.694684103E-2,-4.488397017E-2,-5.705901608E-2
1.354064671E1,2.966548130E-2,-5.078294873E-2,-5.177694932E-2
1.355061971E1,4.495975003E-2,-4.431280121E-2,-4.795424640E-2
1.356059271E1,5.821420252E-2,-4.047510400E-2,-4.072004184E-2
1.357056571E1,5.579924583E-2,-4.552259296E-2,-2.905353345E-2
1.358053971E1,7.028320432E-2,-4.031154886E-2,-1.735179499E-2
1.359051271E1,7.510086894E-2,-3.017316386E-2,-1.198366098E-2
1.360048571E1,6.392527372E-2,-3.798303753E-2,-3.224350046E-3
1.361045871E1,5.050427467E-2,-5.445016176E-2,4.413862247E-3
1.362043171E1,2.957288548E-2,-1.723290235E-2,-6.274399348E-3
1.363040471E1,4.731985740E-3,-3.745348379E-2,5.351896398E-3
1.364037771E1,-2.065424435E-2,-8.542323485E-3,2.214837819E-3
1.365035071E1,-1.060106829E-1,5.377753638E-3,5.209296010E-3
1.366032371E1,-1.895108223E-1,-2.151960507E-2,7.781718858E-3
1.367029671E1,-1.839195043E-1,-3.035402391E-3,-3.827340261E-4
1.368026971E1,-8.457979560E-2,2.072802931E-2,1.304829842E-3
1.369024271E1,5.233977456E-3,4.036138207E-2,2.544791205E-4
1.370021571E1,1.194576733E-2,2.652835660E-2,5.726186559E-3
1.371018871E1,-6.510400772E-2,1.905232854E-2,1.716797589E-3
1.372016171E1,-1.722330451E-1,2.149474993E-2,-1.878394512E-3
1.373013471E1,-2.246507108E-1,1.147061307E-2,-6.221211050E-3
1.374010771E1,-1.791969538E-1,1.966555044E-2,-6.531023886E-3
1.375008171E1,-3.323442861E-2,4.924927652E-2,-2.969578607E-3
1.376005371E1,1.361489296E-1,7.808639109E-2,2.768983832E-3
1.377002771E1,1.648354381E-1,1.062112376E-1,-4.815965425E-3
1.378000071E1,3.797854483E-2,8.542031050E-2,-9.106786922E-3